,0
rho_at_5,0.887298139949251
rho_at_maxK,0.9408408393139093
rho_max,1.001829410195691
zw_fires,86.0
alg1_fires,0.0
rank1_med,0.599017474699395
econ_top_changes,0.2777777777777778
n_designs,108.0
