window,window_kind,event_type,q,bin,lags,half_life,drive_mode,drive_timing,K,T_eff,events_total,min_events_asset,rho_naive,rho_drive,delta_rho,critical_to_subcritical,rank1_delta,kappa_median,kappa_min,spike_ratio,loading_alignment,null_p_ge_observed,alg1_applicable,rho_alg1,zero_witness_pass_cols,zero_witness_min_sep,delta_rho_boot_p025,delta_rho_boot_p05,delta_rho_boot_p50,delta_rho_boot_p95,delta_rho_boot_p975,delta_rho_boot_pos_share,K_requested
Banking_crypto,shock,volume_burst,0.97,1min,60,10,loo_market_activity,lag1,30,5700,5140,173,0.9401833846802791,0.7991614816827115,0.14102190299756756,False,0.5980983870681538,0.5605603509975807,0.5580699948712362,7.168883310029765,0.9888340068215823,0.07692307692307693,False,,10,0.5050942124117843,0.10707440313560547,0.11113219868231627,0.17208132894974,0.26754564096018146,0.28183688548938957,1.0,30
Banking_crypto,shock,volume_burst,0.985,1min,60,10,loo_market_activity,lag1,5,5700,434,87,0.8728261952152763,0.8291137936123547,0.04371240160292156,False,0.8252489968665598,0.6928239376908848,0.6888225519411958,3.178460782364056,0.9938442850941294,0.07692307692307693,False,,0,0.7250839791526982,0.005534221498052758,0.009063478066440585,0.07666459492878258,0.2721618798125423,0.28135599969112224,1.0,5
Banking_crypto,shock,volume_burst,0.985,1min,60,10,loo_market_activity,lag1,10,5700,868,87,0.873000602369762,0.8273367373869014,0.04566386498286057,False,0.6437455433333843,0.6522752466193922,0.6486648875028947,5.330910945697106,0.9902961311949343,0.07692307692307693,False,,1,0.6330088751783051,-0.0009673767897550061,0.00025768144252352786,0.09305419346232435,0.2895496681546877,0.2937948293484455,0.9166666666666666,10
Banking_crypto,shock,volume_burst,0.985,1min,60,10,loo_market_activity,lag1,15,5700,1302,87,0.8822468054357532,0.8256518127179371,0.056594992717816095,False,0.5999365623306363,0.6302253870283808,0.6279491158447011,5.461051766012492,0.9925972145538056,0.07692307692307693,False,,5,0.5235252496681211,0.026701140681514853,0.03259673825739291,0.10399443862747881,0.2291202940879003,0.2324176346817851,1.0,15
Banking_crypto,shock,volume_burst,0.985,1min,60,10,loo_market_activity,lag1,20,5700,1737,87,0.8839885991769971,0.8259508443316025,0.05803775484539464,False,0.5841248482385587,0.6098276737258066,0.6066962384956931,5.956750194920546,0.9896423333794664,0.07692307692307693,False,,4,0.5069167440139372,0.022671092708069964,0.02383557346482757,0.1009572160166834,0.18429461057172758,0.18755404337536266,1.0,20
Banking_crypto,shock,volume_burst,0.985,1min,60,10,loo_market_activity,lag1,25,5700,2161,87,0.9013823538189877,0.8115150437782596,0.08986731004072812,False,0.5029484544845032,0.6027049948321327,0.6002828698705281,6.442173611155274,0.9885379591415889,0.07692307692307693,False,,4,0.5188987373645427,0.012905626491351973,0.01571403024096212,0.12100765238346622,0.22723055733134276,0.2874634660121173,1.0,25
Banking_crypto,shock,volume_burst,0.985,1min,60,10,loo_market_activity,lag1,30,5700,2588,87,0.9067370835357607,0.8118837816256321,0.09485330191012853,False,0.4786062128094607,0.599458656609003,0.596663480045495,7.2644491546525405,0.9884401723793356,0.07692307692307693,False,,10,0.5108644461935524,0.03435543041497287,0.03818930242191578,0.1332783371712531,0.19185782373747767,0.23888550991016638,1.0,30
Control_2022_Aug_A,control,volume_burst,0.95,1min,60,10,loo_market_activity,lag1,5,4260,1072,216,0.933208839110805,0.7565657380817066,0.17664310102909841,False,0.8010824468417426,0.6562644355135044,0.649612788924626,2.305513318173221,0.9962813992480966,0.07692307692307693,False,,0,,0.15125306668621533,0.15751684837934377,0.2088936639359975,0.2858858340600572,0.309016121526218,1.0,5
Control_2022_Aug_A,control,volume_burst,0.95,1min,60,10,loo_market_activity,lag1,10,4260,2150,216,0.915388471768797,0.799244084870525,0.116144386898272,False,0.5737022629828156,0.6299046493611851,0.6261715127172369,3.174594832755803,0.9952579071487341,0.07692307692307693,False,,0,0.5617698604502406,0.017537137398224996,0.020083256644597997,0.16656580470522842,0.27866546870951986,0.28282172722178395,1.0,10
Control_2022_Aug_A,control,volume_burst,0.95,1min,60,10,loo_market_activity,lag1,15,4260,3226,216,0.9315221711131448,0.7877614671313966,0.14376070398174823,False,0.5280783226926092,0.61340797609807,0.6102331101431606,3.35156688798275,0.9946648001426551,0.07692307692307693,False,,1,0.5284491085735334,0.0484597729746191,0.05150007258160691,0.13515510476008924,0.24448142752861102,0.26967435367806897,1.0,15
Control_2022_Aug_A,control,volume_burst,0.95,1min,60,10,loo_market_activity,lag1,20,4260,4304,216,0.9472842323326038,0.8582217126940804,0.08906251963852341,False,0.5060099764057585,0.5880793360828274,0.5849710248746929,3.6422575040311114,0.9916184958897676,0.07692307692307693,False,,6,0.5749303009872664,0.008505253493019957,0.012787995629093298,0.1060725159503052,0.22357026026040186,0.25432235267051123,1.0,20
Control_2022_Aug_A,control,volume_burst,0.95,1min,60,10,loo_market_activity,lag1,25,4260,5380,216,0.9382632953206334,0.8587916478051759,0.07947164751545743,False,0.5972216233559086,0.5767240483283753,0.574180142129176,4.184141067719299,0.9893736183911289,0.07692307692307693,False,,12,0.528844750490277,0.04441677937676923,0.05615480461417191,0.10201492004999008,0.1526954423914357,0.15576769596016096,1.0,25
Control_2022_Aug_A,control,volume_burst,0.95,1min,60,10,loo_market_activity,lag1,30,4260,6451,216,0.9442247799682192,0.8578496924158492,0.08637508755237,False,0.5038135801012404,0.568895510951023,0.5668197698318153,4.65273389069197,0.9882486412900199,0.07692307692307693,False,,13,0.5424043329094456,0.02208136206652854,0.03742666079491336,0.10755191949609993,0.1856540697177377,0.19174405371700118,1.0,30
Control_2022_Aug_A,control,volume_burst,0.97,1min,60,10,loo_market_activity,lag1,5,4260,645,130,0.9235726673845412,0.7712512943837623,0.15232137300077897,False,0.8834357662235882,0.6954683938607432,0.6839600330841658,2.1930899605120264,0.9940829922206684,0.07692307692307693,False,,0,,0.09880831712619377,0.10988337744076809,0.1699206725404785,0.2586199325279933,0.27920542013629635,1.0,5
Control_2022_Aug_A,control,volume_burst,0.97,1min,60,10,loo_market_activity,lag1,10,4260,1295,130,0.8901351981994907,0.800078003122663,0.09005719507682775,False,0.6570071336678859,0.6615573720928185,0.657771437955281,3.0132825948302453,0.9923841828543488,0.07692307692307693,False,,0,,0.002067824672702029,0.0036304968635138776,0.07116331362047129,0.2580603397534936,0.27331851625347103,1.0,10
Control_2022_Aug_A,control,volume_burst,0.97,1min,60,10,loo_market_activity,lag1,15,4260,1942,130,0.9116433545402487,0.7898561688975642,0.12178718564268454,False,0.5612236615776524,0.6405841869151526,0.6384698373571369,3.440211624634929,0.9918677101212693,0.07692307692307693,False,,0,0.6526724817912996,0.014220320739951609,0.023044099190747444,0.14439211949508063,0.29349691953133356,0.3106657355187649,1.0,15
Control_2022_Aug_A,control,volume_burst,0.97,1min,60,10,loo_market_activity,lag1,20,4260,2592,130,0.9233434269492438,0.8571609147323095,0.06618251221693427,False,0.45264755955930785,0.6256314625788448,0.623046441030827,3.770458206780841,0.9873108868442708,0.07692307692307693,False,,6,0.5841750922793699,0.028933425222296506,0.03765295572982369,0.07130749507086959,0.16268747806177247,0.18099324040218995,1.0,20
Control_2022_Aug_A,control,volume_burst,0.97,1min,60,10,loo_market_activity,lag1,25,4260,3241,130,0.9263959806618582,0.8575969054722948,0.06879907518956341,False,0.5830457351264462,0.6025037567004027,0.6001364422206074,4.213910471794554,0.9846374348260487,0.07692307692307693,False,,6,0.5086133583758048,0.01952200892065823,0.030739449143562938,0.07473517710467609,0.12981984330160687,0.13498114413871853,1.0,25
Control_2022_Aug_A,control,volume_burst,0.97,1min,60,10,loo_market_activity,lag1,30,4260,3886,130,0.9185149842575724,0.8571412991256534,0.06137368513191899,False,0.49422496031368385,0.5925161612356731,0.5906792859625895,4.588337466472878,0.9829489056361156,0.07692307692307693,False,,11,0.5162799084271282,0.03878244704979417,0.04238874943292101,0.1005153396184208,0.1675048735615142,0.17326138213801726,1.0,30
Control_2022_Aug_A,control,volume_burst,0.985,1min,60,10,loo_market_activity,lag1,5,4260,323,65,0.8897036439618006,0.7525472264779359,0.13715641748386465,False,0.8864997353452931,0.7239297964390081,0.7088256086624368,2.3358625107051694,0.9865994668926884,0.07692307692307693,False,,0,,0.09039224497165022,0.0992341645261881,0.1758610763278054,0.2357222072721442,0.243654029632141,1.0,5
Control_2022_Aug_A,control,volume_burst,0.985,1min,60,10,loo_market_activity,lag1,10,4260,648,65,0.8806754539504401,0.7292649594635653,0.15141049448687482,False,0.787815260903075,0.7026299310859195,0.6977838553661504,3.054099744611616,0.9718695232602951,0.07692307692307693,False,,0,,0.0003920139663517539,0.003059132972670004,0.13063851031672258,0.3261851825910545,0.3473977759581136,0.9583333333333334,10
Control_2022_Aug_A,control,volume_burst,0.985,1min,60,10,loo_market_activity,lag1,15,4260,971,65,0.8622599784578617,0.7213461012833521,0.14091387717450965,False,0.6271168376578086,0.6376223899411562,0.6321027550284244,3.435295538324181,0.9734854969144655,0.07692307692307693,False,,0,0.7094096566525251,0.03509583493699958,0.04320769715384497,0.14541943425568565,0.3076342667204126,0.3376369459242189,1.0,15
