window,window_kind,event_type,q,bin,lags,half_life,drive_mode,drive_timing,K,T_eff,events_total,min_events_asset,rho_naive,rho_drive,delta_rho,critical_to_subcritical,rank1_delta,kappa_median,kappa_min,spike_ratio,loading_alignment,null_p_ge_observed,alg1_applicable,rho_alg1,zero_witness_pass_cols,zero_witness_min_sep,delta_rho_boot_p025,delta_rho_boot_p05,delta_rho_boot_p50,delta_rho_boot_p95,delta_rho_boot_p975,delta_rho_boot_pos_share,K_requested
Control_2022_Aug_A,control,volume_burst,0.985,1min,60,10,loo_market_activity,lag1,20,4260,1296,65,0.8972248393385346,0.8491695009603042,0.048055338378230394,False,0.5311482981275469,0.6176963632442509,0.6123642807582831,3.594037013846795,0.9687657354951741,0.07692307692307693,False,,1,0.5747714714366461,0.023649178800021056,0.027610800722499548,0.07389345785113555,0.11320305732317093,0.11923466524249005,1.0,20
Control_2022_Aug_A,control,volume_burst,0.985,1min,60,10,loo_market_activity,lag1,25,4260,1621,65,0.9057491796302255,0.849720481384457,0.056028698245768505,False,0.5553966386121549,0.6051260373102905,0.6010614281930212,4.031044416440949,0.9692662724651553,0.07692307692307693,False,,2,0.5003741915934623,0.012929375395231264,0.024065824567096338,0.07430447214087493,0.11753033719821877,0.13884483562788066,1.0,25
Control_2022_Aug_A,control,volume_burst,0.985,1min,60,10,loo_market_activity,lag1,30,4260,1944,65,0.908554433529484,0.8494268030520481,0.059127630477435855,False,0.5569470406878311,0.5924712513952721,0.5895259989246467,4.417175678430267,0.9634378361917282,0.07692307692307693,False,,2,0.5103410724650532,0.0264958141410108,0.035152691754190155,0.07966076022226343,0.13701888417479352,0.1470787051945942,1.0,30
Control_2022_Oct,control,volume_burst,0.95,1min,60,10,loo_market_activity,lag1,5,4260,1061,216,0.855508338577999,0.6941142985168638,0.16139404006113522,False,0.8369416055646496,0.6611518031520424,0.6547741787086265,2.0530694269343903,0.9919431564594462,0.07692307692307693,False,,1,0.6094223007063232,0.08077343600383692,0.0843246746289068,0.15365655427971203,0.23097165325250307,0.23989889796746172,1.0,5
Control_2022_Oct,control,volume_burst,0.95,1min,60,10,loo_market_activity,lag1,10,4260,2114,216,0.8904260778560076,0.7724295255859833,0.11799655227002426,False,0.6904401815727497,0.6189924438857334,0.6157707363608392,2.6517262429662316,0.9907274440715454,0.07692307692307693,False,,4,0.5304530889359711,0.028167270669338686,0.04977312423831503,0.09563949595238269,0.18926066234514485,0.19154835062907907,1.0,10
Control_2022_Oct,control,volume_burst,0.95,1min,60,10,loo_market_activity,lag1,15,4260,3177,216,0.9102406710282298,0.8621691048375832,0.048071566190646564,False,0.5965706100009959,0.6009897132476602,0.5971995892173672,3.0034933763988136,0.9849663478721882,0.07692307692307693,False,,6,0.5078635221405146,0.008874497045688871,0.015714926084615933,0.06251598375833939,0.12946576737461235,0.14363448011668728,1.0,15
Control_2022_Oct,control,volume_burst,0.95,1min,60,10,loo_market_activity,lag1,20,4260,4243,216,0.9157917179232392,0.8617730834380428,0.05401863448519639,False,0.5526275590309374,0.589445098436499,0.5857598067591399,3.1088863770732256,0.9853859606196762,0.07692307692307693,False,,7,0.5380675482744067,0.012074645348561435,0.02034007646305837,0.061048449344715094,0.12234060146122924,0.13513902738555464,1.0,20
Control_2022_Oct,control,volume_burst,0.95,1min,60,10,loo_market_activity,lag1,25,4260,5305,216,0.9494032536463928,0.8633622568239301,0.08604099682246269,False,0.5199613106735895,0.5859919513918671,0.5833881674001034,3.4680214764712733,0.9807488847353698,0.07692307692307693,False,,10,0.5703228030167523,0.028640368295131502,0.03840018952841412,0.06962457731926008,0.1065288059620341,0.11129005016350582,1.0,25
Control_2022_Oct,control,volume_burst,0.95,1min,60,10,loo_market_activity,lag1,30,4260,6377,216,0.9535783308012752,0.8639590915314476,0.08961923926982762,False,0.4888360133881418,0.5728312035421753,0.5699853393930593,4.08726358087657,0.98315527440864,0.07692307692307693,False,,12,0.5218413025328006,0.06461050269324617,0.06696819223488787,0.09246579204327449,0.13453849059257209,0.1549470713995229,1.0,30
Control_2022_Oct,control,volume_burst,0.97,1min,60,10,loo_market_activity,lag1,5,4260,640,130,0.8217063511545604,0.6124510977860785,0.20925525336848183,False,0.764228890765894,0.6757380185028938,0.6699208080445969,2.0577869555064816,0.979889419486933,0.07692307692307693,False,,0,0.6327222183361835,0.13072900252474481,0.13633358554427813,0.20241296751489202,0.24987970832844195,0.26655287381610615,1.0,5
Control_2022_Oct,control,volume_burst,0.97,1min,60,10,loo_market_activity,lag1,10,4260,1274,130,0.862387052428232,0.7819266483986453,0.08046040402958665,False,0.5684841523151875,0.6335216601144277,0.6295055633056542,2.6651555454044926,0.9807204000728004,0.07692307692307693,False,,1,0.5323317583440476,0.02491673055797265,0.03335138245025606,0.07765224948454258,0.2263977193515587,0.24742902673801712,1.0,10
Control_2022_Oct,control,volume_burst,0.97,1min,60,10,loo_market_activity,lag1,15,4260,1914,130,0.8953340010063877,0.8314518770368367,0.06388212396955106,False,0.5332023082620494,0.6155624702127959,0.6109971896186027,3.0430661585453347,0.9800381804317961,0.07692307692307693,False,,4,0.5045885510384157,0.007467099009464173,0.009737683148083476,0.04746108881686001,0.12708306441007494,0.13504915173246435,1.0,15
Control_2022_Oct,control,volume_burst,0.97,1min,60,10,loo_market_activity,lag1,20,4260,2555,130,0.922494903829984,0.8285038770771476,0.09399102675283644,False,0.49310418498444053,0.6012293573713199,0.5970786704884591,3.4468761975354556,0.9801044479531316,0.07692307692307693,False,,7,0.636104903042219,0.03232375464920141,0.040467369893245723,0.09285149529143605,0.14178880338954244,0.14392155818387806,1.0,20
Control_2022_Oct,control,volume_burst,0.97,1min,60,10,loo_market_activity,lag1,25,4260,3192,130,0.962557260141728,0.8531255560828408,0.10943170405888725,False,0.4585521235399706,0.5948037810779535,0.5917656201537367,3.811080912451966,0.9729030201955863,0.07692307692307693,False,,10,0.5366076501335241,0.059523488864419896,0.06394670558871673,0.10093138414713732,0.1331180298406845,0.15146237032465568,1.0,25
Control_2022_Oct,control,volume_burst,0.97,1min,60,10,loo_market_activity,lag1,30,4260,3836,130,0.9654682094664371,0.8516121542799637,0.11385605518647335,False,0.4590058380627709,0.5813328228912813,0.5789364270632352,4.439187079251057,0.9738958930977947,0.07692307692307693,False,,16,0.5051836639763421,0.0441319799228444,0.0487462985435328,0.08584378772401818,0.16530488233671128,0.16976636357898195,1.0,30
Control_2022_Oct,control,volume_burst,0.985,1min,60,10,loo_market_activity,lag1,5,4260,320,65,0.7668690803984985,0.532495511499592,0.2343735688989066,False,0.7819584428619438,0.7098021988397278,0.7058271147444544,2.1839636651276764,0.9894699552748747,0.07692307692307693,False,,0,0.6122023666987307,0.09802688510621033,0.1147373619618238,0.23064460932303024,0.32562353216012757,0.34251542123080814,1.0,5
Control_2022_Oct,control,volume_burst,0.985,1min,60,10,loo_market_activity,lag1,10,4260,632,65,0.795160424939283,0.7778313297168288,0.017329095222454183,False,0.6899221984924011,0.661782498126536,0.6571207703122685,2.8516426854492876,0.9731882226790701,0.07692307692307693,False,,1,0.6475530983965051,0.004450208675808859,0.005605463614104389,0.05391039738047526,0.1438429549603039,0.15661277187936093,1.0,10
Control_2022_Oct,control,volume_burst,0.985,1min,60,10,loo_market_activity,lag1,15,4260,956,65,0.8533348888752917,0.7817605837468063,0.0715743051284854,False,0.6685597149455175,0.6359134694726258,0.6304357995055097,3.271125842613596,0.9723722562020481,0.07692307692307693,False,,4,1.2189649236112448,0.006389191578820089,0.008506033956026744,0.07979881830495833,0.1462379168947165,0.17817380915350498,1.0,15
Control_2022_Oct,control,volume_burst,0.985,1min,60,10,loo_market_activity,lag1,20,4260,1277,65,0.9011159527151184,0.8065102368870415,0.09460571582807686,False,0.6200174250706613,0.6232676255515884,0.618315283584876,3.9422007901922633,0.9739785056421759,0.07692307692307693,False,,4,0.5540197686180485,0.018898206137666195,0.032550258217788,0.0650791977353452,0.15094163013220274,0.15858797285803614,1.0,20
Control_2022_Oct,control,volume_burst,0.985,1min,60,10,loo_market_activity,lag1,25,4260,1594,65,0.9276179915486281,0.8285574844798718,0.09906050706875635,False,0.6163997554152404,0.6153744024748826,0.6119292192393079,4.322737891839211,0.9607971044183391,0.07692307692307693,False,,7,0.5021641374358731,0.026186619772156437,0.034781116383244076,0.0740933225443211,0.13711662551625098,0.14720380959716173,1.0,25
Control_2022_Oct,control,volume_burst,0.985,1min,60,10,loo_market_activity,lag1,30,4260,1918,65,0.9314836353536997,0.8208823433387344,0.11060129201496527,False,0.5750134467604996,0.5925812527340812,0.5893950993397694,5.054334456496443,0.9576039765473159,0.07692307692307693,False,,9,0.5771330550148219,0.029717032478319284,0.03816642057544511,0.0877756833575245,0.13887807802650054,0.14409816890415397,1.0,30
Control_2023_Feb,control,volume_burst,0.95,1min,60,10,loo_market_activity,lag1,5,4260,1071,216,0.9142314654385052,0.669943152683441,0.24428831275506424,False,0.8740400680746976,0.6074145544399989,0.5933288064118537,1.7694807872221843,0.9848411760983515,0.07692307692307693,False,,0,0.5472764231624856,0.16142786100910925,0.18503542339143023,0.2660644805168831,0.34045546799665566,0.3438120095649374,1.0,5
Control_2023_Feb,control,volume_burst,0.95,1min,60,10,loo_market_activity,lag1,10,4260,2126,216,0.9212913460808271,0.6964248034789503,0.22486654260187677,False,0.6145475806447879,0.5597871289623191,0.5545955698530529,2.4435971645735126,0.9915983095246351,0.07692307692307693,False,,2,0.9355804573508295,0.028311925063251253,0.03762020105657598,0.1655038941535072,0.26041141614661034,0.2652060434277071,1.0,10
Control_2023_Feb,control,volume_burst,0.95,1min,60,10,loo_market_activity,lag1,15,4260,3200,216,0.9231736823783284,0.7393668430811081,0.1838068392972203,False,0.5972592700749132,0.5467061902368695,0.5422931643430536,2.8658958887241384,0.9915230198970464,0.07692307692307693,False,,5,0.5304796108484834,0.08469526469617801,0.09024593965259757,0.15043231404917062,0.2298159226132491,0.2345116853481457,1.0,15
Control_2023_Feb,control,volume_burst,0.95,1min,60,10,loo_market_activity,lag1,20,4260,4274,216,0.9335726835005623,0.876562142642656,0.057010540857906356,False,0.48938860831097275,0.5188167207645282,0.5136911868224057,3.0505859291987547,0.98767473586054,0.07692307692307693,False,,9,0.5451609041868876,0.04045559624031822,0.045984971960506056,0.10059757709687045,0.2168662718352515,0.2424170652752731,1.0,20
Control_2023_Feb,control,volume_burst,0.95,1min,60,10,loo_market_activity,lag1,25,4260,5349,216,0.9826074047158185,0.9299136859769195,0.052693718738899054,False,0.4452444871538979,0.49953215031957154,0.4943617423644775,3.2908015346516373,0.9842976217346032,0.07692307692307693,False,,13,0.5274204258273563,0.022561212819121358,0.025098690031872203,0.07192031080976513,0.12136065479084562,0.17073106101428176,1.0,25
Control_2023_Feb,control,volume_burst,0.95,1min,60,10,loo_market_activity,lag1,30,4260,6421,216,0.9981401528532899,0.9381761596246907,0.059963993228599244,False,0.4094898307417138,0.4826054625225892,0.4776705574281277,3.3412552917955662,0.9829468986571952,0.07692307692307693,False,,16,0.5301818571789895,0.0450796710077263,0.04606671467636844,0.08505209502563449,0.10754564944837562,0.11476929001152891,1.0,30
Control_2023_Feb,control,volume_burst,0.97,1min,60,10,loo_market_activity,lag1,5,4260,645,130,0.8794263992544595,0.6350421860112567,0.2443842132432028,False,0.8668327950551487,0.6280022772121163,0.6205964799379552,1.9360599347028358,0.9794620984953115,0.07692307692307693,False,,0,0.6794672832925929,0.15643879706766212,0.1584902772499829,0.25607196139253785,0.2947102939770217,0.30887167365899637,1.0,5
Control_2023_Feb,control,volume_burst,0.97,1min,60,10,loo_market_activity,lag1,10,4260,1280,130,0.8914137066590119,0.718710647798262,0.17270305886074988,False,0.7606811879589563,0.5788357345851608,0.5743271404859381,2.481340692057612,0.9817052858509876,0.07692307692307693,False,,2,0.5207610220599915,0.02807872406275242,0.05067105958132104,0.12462712374027585,0.21584741543303493,0.23472468675267397,0.9583333333333334,10
Control_2023_Feb,control,volume_burst,0.97,1min,60,10,loo_market_activity,lag1,15,4260,1927,130,0.8912259132301457,0.7184647577415169,0.1727611554886288,False,0.6663815508555897,0.5669098785541035,0.5625278526069207,2.8394187673910682,0.9864181394995484,0.07692307692307693,False,,4,0.5308689130034736,0.03864007262289449,0.05214209157486878,0.12676416170924681,0.2696844749609889,0.28811180213984494,1.0,15
Control_2023_Feb,control,volume_burst,0.97,1min,60,10,loo_market_activity,lag1,20,4260,2575,130,0.9174391535232733,0.8813156999552938,0.036123453567979524,False,0.5098673669146861,0.5389372560220822,0.5346272888103368,2.979617213286576,0.976073680174418,0.07692307692307693,False,,8,0.5338449383809517,0.015787974028767224,0.02157966396227482,0.06242359127544189,0.2239321558346937,0.22998068050952006,1.0,20
Control_2023_Feb,control,volume_burst,0.97,1min,60,10,loo_market_activity,lag1,25,4260,3222,130,0.9762838833916193,0.9244254779412724,0.05185840545034692,False,0.4999429512640708,0.520645557879748,0.5161358312604963,3.1673499970225456,0.9696071169545923,0.07692307692307693,False,,8,0.5044421102782529,0.023501006948167494,0.03740134452257305,0.05937369062112935,0.09253687089862743,0.09504691924187247,1.0,25
Control_2023_Feb,control,volume_burst,0.97,1min,60,10,loo_market_activity,lag1,30,4260,3867,130,0.9962853106285983,0.9383028160001966,0.05798249462840166,False,0.4528504685299653,0.508233091498336,0.5037781840342016,3.2527903343042044,0.9700926128134815,0.07692307692307693,False,,12,0.5112335210140354,0.03334535137535205,0.036532741130897536,0.07424575802112343,0.11962969274441763,0.12864921549317568,1.0,30
Control_2023_Feb,control,volume_burst,0.985,1min,60,10,loo_market_activity,lag1,5,4260,322,65,0.8752174541598756,0.6924753752791537,0.18274207888072191,False,0.8770215065592792,0.6605253634744004,0.657272268998584,2.109399219491917,0.9576061163639473,0.07692307692307693,False,,0,0.9073497318236432,0.08367461666847271,0.12326229308233119,0.19781856482707133,0.3095045030999536,0.32716787972568434,1.0,5
Control_2023_Feb,control,volume_burst,0.985,1min,60,10,loo_market_activity,lag1,10,4260,639,65,0.8963162338725846,0.6857210672406828,0.2105951666319018,False,0.5935891322681714,0.6009636069188007,0.5967786111630254,2.600962766889603,0.9668293310565194,0.07692307692307693,False,,1,0.5833933506805644,0.04028514711442964,0.06767392936404401,0.20103273656131448,0.2825793819869965,0.2865885613576394,1.0,10
Control_2023_Feb,control,volume_burst,0.985,1min,60,10,loo_market_activity,lag1,15,4260,963,65,0.903489693929686,0.7510361294519146,0.15245356447777147,False,0.6127808457664052,0.5884812742122614,0.5843439428181648,2.998887952495018,0.9652581941175367,0.07692307692307693,False,,4,0.5698410432212054,0.02393445637054447,0.027755601680697833,0.12675240429099288,0.19905235329046936,0.20290536697440206,1.0,15
Control_2023_Feb,control,volume_burst,0.985,1min,60,10,loo_market_activity,lag1,20,4260,1287,65,0.9205299455454036,0.8574979052829238,0.06303204026247977,False,0.582741937980605,0.5618139493310228,0.5579139767560964,3.0475202258721477,0.951545221812433,0.07692307692307693,False,,6,0.5020424900979417,0.017522381951314676,0.021740202722222757,0.06668756402483139,0.20236553442798422,0.2472921996992493,1.0,20
Control_2023_Feb,control,volume_burst,0.985,1min,60,10,loo_market_activity,lag1,25,4260,1610,65,0.9736454267746701,0.9335889448987786,0.0400564818758915,False,0.5045036082853793,0.5496500761337034,0.545638314912916,3.1477605641462683,0.9377289237553289,0.07692307692307693,False,,10,0.5237473343685332,-0.002858009911445915,0.010639285116395693,0.046061479234322966,0.10631123382501997,0.11422565361630005,0.9583333333333334,25
Control_2023_Feb,control,volume_burst,0.985,1min,60,10,loo_market_activity,lag1,30,4260,1931,65,1.001829410195691,0.9495531976592465,0.052276212536444544,True,0.48213842788257727,0.5417363654523649,0.5377375233153279,2.962003697280693,0.9346601634796422,0.07692307692307693,False,,15,0.5083546072042617,0.010362602594646216,0.017605125124820785,0.06162227797518993,0.09515698779134929,0.103676590453963,1.0,30
